Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
East Asia & Pacific,EAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,2.002830029,1.879400015,,,,,,2.418839931,,,,,,,4.203420162,5.2333498,6.87237978,,,,,,,,,1.997640014,,,2.195369959,1.547340035,1.15093,,,,,,,,,4.34242,4.50743,4.72689,4.64307,5.00464,5.26099,4.9987,,,
"Egypt, Arab Rep.",EGY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,4.529920101,4.537899971,,5.226669788,4.892429829,4.943429947,4.549580097,4.941120148,,4.280320168,,5.608300209,5.221489906,,,,,4.525219917,4.600059986,,,4.050670147,4.197700024,4.583759785,4.604000092,4.671569824,,,,,,,4.94563,4.67072,4.79443,4.00178,3.68461,3.76083,,,,,,,,,,
Euro area,EMU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.518079996,,4.256400108,4.568029881,,4.04716,3.5239,,3.14897,,2.127,,,,,,,,,,,,
Spain,ESP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,1.838000059,1.894430041,2.070270061,,1.463529944,,1.904569983,2.082829952,2.236799955,2.344419956,,,,,,,,3.136699915,3.337369919,3.561450005,3.643490076,3.752540112,3.847609997,4.256450176,4.496890068,4.44671011,4.468520164,,4.302959919,4.27052021,4.17637,4.11988,4.13603,4.16717,4.14829,4.13003,4.16759,4.23332,4.50094,4.86771,4.81912,4.86633,4.43188,4.32834,4.2799,4.27239,4.20911,,
Estonia,EST,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.073050022,6.105840206,6.448190212,6.298600197,6.68735981,5.34021,5.23648,5.46868,5.29463,4.91181,4.84486,,4.66396,5.51751,5.95415,5.527,5.01738,4.71293,4.83838,5.39886,5.13904,5.17316,,
Ethiopia,ETH,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,2.112349987,2.302059889,2.112030029,2.337569952,2.137949944,,,,,,,2.3542099,,,2.774620056,2.757940054,,,3.98311,3.70029,3.63245,,,,5.49096,5.45113,5.4082,4.42207,4.49659,5.48576,5.56678,4.49855,4.60202,4.73792,,,
European Union,EUU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,5.409470081,5.327420235,5.004469872,5.089600086,4.478990078,5.029500008,5.224450111,,,4.79335022,4.822169781,4.829939842,4.776159763,4.851749897,4.695580006,5.041959763,5.096580029,5.198130131,5.064909935,5.070360184,5.335909843,6.332890034,6.515120029,7.483670235,6.855629921,6.809420109,6.8605299,,,5.869609833,5.71688,5.84797,6.02478,6.17477,6.1685,6.03606,5.9381,5.68609,5.84677,6.48518,6.54071,6.48201,7.19254,7.15848,7.15156,7.08008,6.89735,,
Fiji,FJI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,5.197609901,,5.820109844,,6.486690044,,,,,,4.831099987,,,,,,,,,5.512619972,5.153510094,5.85725,5.61714,6.24382,,6.16493,5.12197,5.60714,5.84843,4.25357,4.49848,,4.17306,,3.88289,,,,,
France,FRA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,3.429739952,3.174210072,3.359179974,3.23003006,4.242040157,4.42854023,4.424709797,4.435210228,4.345119953,4.281159878,4.307690144,4.730720043,4.8520298,4.852340221,4.867539883,4.851570129,4.707950115,4.623439789,4.544720173,4.456399918,4.513939857,4.841300011,4.735390186,5.429590225,5.626430035,5.79073,5.756720066,,5.687920094,5.674139977,5.5418,5.43968,5.43107,5.74671,5.65932,5.51873,5.45718,5.45728,5.45351,5.74618,5.69251,5.5183,5.45642,5.50028,5.51206,5.46424,5.43259,,
Faroe Islands,FRO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.409770012,6.70818,,,,,,,,,,,,,,,12.4595,,,
Gabon,GAB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.805520058,,,,,,3.419660091,3.081229925,3.82709,,,,,,,,,,3.07809,2.98746,3.0134,3.02971,2.66667,,,,
United Kingdom,GBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,5.032050133,5.159379959,5.448609829,5.390999794,6.268780231,6.424220085,6.063350201,,,5.070119858,5.2884202,5.188700199,5.061500072,4.899059772,4.594089985,4.380839825,4.371809959,4.26831007,4.125110149,4.055520058,4.122479916,4.334489822,,4.850830078,4.839260101,4.407839775,,4.22991991,4.025410175,4.07179,4.14389,4.69248,4.84832,4.77278,4.97698,5.02086,4.9534,4.93553,5.13067,5.77046,5.6462,,5.58823,5.66499,5.60939,5.48697,,
Georgia,GEO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.915659904,,,,2.108880043,2.15512991,2.18107,2.1375,2.23501,2.0656,2.9142,2.48431,3.00364,2.69687,2.91956,3.22239,,2.69622,1.98331,,,,3.78477,3.84973,
Ghana,GHA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,4.224440098,4.621399879,,3.802710056,4.876540184,5.828829765,6.09528017,,2.311350107,2.707770109,1.808120012,1.904539943,,,,3.354480028,3.306699991,3.187419891,,,,,,,,,,,4.110370159,,5.35444,,,7.53558,7.42208,5.25983,5.51987,5.75796,5.31744,5.5406,8.14097,7.91914,4.6071,4.49182,4.51089,4.48683,3.61798,
Gibraltar,GIB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.016390085,2.00632,2.088439941,,,,,,2.361419916,2.5934,2.08191,2.59387,2.37102,2.21,1.84906,,,1.58112,2.20725,2.55119,2.28742,1.83371,2.63421,2.42281,2.51714,2.518,2.21697,
"Gambia, The",GMB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,4.295149803,3.484730005,,,2.974090099,2.825839996,3.780610085,1.169839978,,,2.553560019,2.566279888,,,1.565129995,1.46587,1.1581,1.44292,1.36338,1.0345,1.13919,1.20949,1.30849,3.52738,3.07235,4.1561,3.92511,4.10118,1.82979,2.17849,,2.05946,,
Guinea-Bissau,GNB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.246170044,,,,,,,,,,,1.86082,1.85786,2.00106,2.13249,,,,,
Equatorial Guinea,GNQ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.187979937,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,1.546499968,1.302459955,,1.112619996,1.336089969,1.46085,1.448250055,1.493729949,1.685700059,,,1.692800045,1.686840057,1.688680053,1.810029984,,1.83336997,1.834210038,1.868939996,2.015460014,2.046080112,1.934329987,,,,,,,2.892560005,3.027729988,3.23019,3.36458,3.42431,3.42934,3.66719,3.96396,,,,,,,,,,,,,
Grenada,GRD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92674,,,,,,,,,,,,,10.24036,3.17043,
Greenland,GRL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,1.858719945,2.025540113,,,,,1.62729001,,,,,,,,,,,,,,,,,1.665750027,1.43998003,1.604799986,1.563699961,,,,,,,,,,2.98401,3.03874,3.18454,,2.80306,2.92014,2.95786,2.84226,2.94139,2.95518,2.83281,2.79538,
Guam,GUM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,4.328979969,,,,,,,7.088729858,,9.377869606,,,,8.253470421,7.227479935,,,,,,,,,,3.724450111,3.609339952,,,,8.561059952,8.48415,8.3973,8.36554,6.9559,5.51294,8.13973,5.08925,3.75262,,3.30274,3.63855,3.59204,3.18242,,5.84796,5.21483,6.061,6.34497,
High income,HIC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,2.368149996,2.295609951,2.183370113,2.360290051,2.449199915,2.4333601,2.21923995,2.322550058,,2.192140102,2.271729946,1.669829965,2.57859993,2.581690073,2.558969975,,,,,2.466089964,,2.828200102,,,,2.728310108,,,,,3.9037,4.01554,4.2853,4.55896,4.13463,3.84279,3.45455,3.26063,4.39213,3.51003,3.41822,3.50961,3.76032,3.57255,3.26212,3.29265,3.30965,3.32452
Honduras,HND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,2.019049883,2.012989998,1.936360002,,,,,,,,,,,,,,2.512639999,2.617449999,,,,,,,,,,,,,,,,,,5.87493,7.09012,6.41297,6.30177,5.95605,
Heavily indebted poor countries (HIPC),HPC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81228,3.86653,3.82557,,,3.96922,4.26934,4.38394,4.23793,4.1471,,4.55695,,,,,
Haiti,HTI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,1.393740058,1.079540014,1.022210002,0.986190021,0.969290018,,,,,,1.073989987,,,,,,,,,,,,,,,,,,,,,,,,3.15723,2.44959,,
Hungary,HUN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.880249977,6.080450058,5.920450211,5.835740089,4.848199844,4.33465004,,4.402890205,4.558040142,4.85891,4.92448,5.17097,5.7896,5.33039,5.32835,5.30903,5.14728,4.97793,4.96436,4.76895,4.60079,4.17353,4.20357,4.63313,4.5721,4.71078,,
IBRD only,IBD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,2.788209915,,,,,,,,,,,,,,,,,0.871410012,,,,,0.998549998,1.004349947,1.078549981,1.072080016,,,,2.46003,2.64569,3.218,2.74847,2.87282,,3.04425,2.9019,3.52513,2.81228,3.18944,3.40748,3.35904,3.28801,3.5836,,,
IDA only,IDX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.361360073,3.572560072,4.415390015,4.32479,,,3.61341,3.35254,3.18875,3.14285,,,3.27825,3.37769,3.79618,3.8675,3.84467,,,,,
Not classified,INX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,4.481040001,4.6113801,4.603050232,4.680419922,,4.291349888,5.079239845,5.06155014,5.281799793,5.315849781,5.725160122,5.383080006,5.440030098,5.275380135,5.242090225,5.2948699,5.522200108,5.010159969,4.707389832,4.595059872,4.776949883,4.999639988,5.10943985,5.182509899,4.865799904,4.748290062,,4.293129921,4.140850067,4.13662,4.09193,4.10618,4.20553,4.48631,4.52212,4.54547,4.71225,5.44452,6.13522,6.03844,5.84754,5.76242,5.32687,4.86953,3.76355,3.69856,,
"Iran, Islamic Rep.",IRN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,2.770339966,2.766720057,2.876679897,2.690340042,2.965569973,,5.416259766,,,,7.131400108,5.802050114,4.180530071,3.801609993,3.460190058,3.569910049,4.140920162,3.681299925,3.997210026,3.773910046,3.743530035,3.640460014,4.314620018,,4.081809998,3.537760019,,,4.22040987,4.03064,4.07168,4.48488,4.36322,4.29663,4.05651,4.28999,4.59681,3.91376,3.84245,3.70918,3.48497,3.16859,3.06795,2.80135,2.79739,3.36576,3.7904,3.95536
Iraq,IRQ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,3.857049942,,,2.423789978,,,,,,,,,3.551500082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.322669983,,,5.218900204,4.827089787,4.852509975,5.286049843,,6.823979855,6.48074007,6.50242,6.7871,7.38668,7.31736,7.21466,7.40943,7.37107,7.05265,7.20186,7.30666,6.97848,6.81823,7.59636,7.49122,7.68856,7.53237,7.45988,,
Israel,ISR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,5.366809845,5.939889908,6.037930012,5.94423008,5.840300083,6.621099949,6.704730034,7.14989996,7.094830036,6.666250229,7.0144701,7.002830029,8.021670341,6.130410194,5.525589943,4.511000156,5.709640026,5.425059795,5.437660217,5.581960201,5.957870007,6.440680027,,,,6.652329922,6.419089794,6.1182,6.37935,6.46929,6.35459,5.94582,5.76243,5.76303,5.50995,5.54223,5.49584,5.54157,5.5616,5.69417,5.87925,5.78425,5.85445,5.8493,,
Italy,ITA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,3.377949953,2.908360004,,,3.847830057,3.72390008,3.93249011,,3.792870045,4.177509785,,,,4.502920151,4.790369987,4.705329895,4.670300007,,4.607970238,,,,,4.749559879,4.447979927,4.332940102,4.459519863,,4.463469982,4.523359776,4.29886,4.66888,4.44711,4.5548,4.39717,4.24942,4.53777,4.11852,4.40287,4.53631,4.35239,4.14407,4.08391,4.16472,4.07525,4.08169,3.82943,,
Jamaica,JAM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,3.631439924,4.248970032,5.228789806,5.858329773,6.026519775,,,,,,,,5.391900063,4.603980064,,3.940860033,5.183979988,4.779160023,4.383069992,3.336659908,3.214030027,4.064189911,3.389080048,3.677730083,4.379539967,,,4.98347,5.38103,5.37523,4.25685,3.91255,4.61642,,5.49022,6.19132,6.19848,6.3706,6.26664,6.11246,6.25108,6.01654,5.45576,5.31548,5.26013,5.40731
Jordan,JOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,3.63003993,3.297689915,2.387429953,2.486939907,3.557689905,3.763479948,3.533930063,3.679899931,3.681169987,5.081729889,,5.167319775,5.089159966,4.927959919,5.936950207,,3.284379959,3.296570063,4.047570229,5.643869877,,,,,,,7.475989819,6.364510059,,4.944169998,,,,,,,,,,,,,,,,,3.89621,3.59959,
Japan,JPN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,3.656300068,4.011310101,4.042970181,4.040030003,4.668990135,4.850820065,4.840270042,4.894410133,5.057449818,5.068719864,5.064400196,5.046060085,4.824269772,,,,5.596519947,5.556049824,5.36714983,,,,3.429039955,3.635669947,3.465729952,,,3.356029987,3.433300018,3.51617,3.45707,3.46537,3.52369,3.48307,3.36862,3.32909,3.33094,3.31915,,3.6395,3.64258,3.69226,3.66538,3.59059,,,,
Kazakhstan,KAZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.034450054,3.923710108,4.373429775,,3.892570019,3.25662,,3.0297,,2.25591,2.26353,2.62678,2.83139,2.58946,3.06072,,,,,,2.78858,2.9781,2.817,
Kenya,KEN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,3.929820061,4.476339817,4.650519848,5.065509796,5.60612011,5.744100094,5.136320114,,,5.387879848,5.923729897,5.678120136,5.438300133,4.580959797,5.199769974,6.013790131,,6.600550175,6.035719872,,6.570670128,6.075900078,6.029150009,5.924019814,,,,,5.323239803,5.18673,5.20621,6.172,6.49427,6.79693,7.33565,7.04984,,,,5.50822,5.33529,5.50904,5.41138,5.28021,5.27134,5.36267,5.23898,
Kyrgyz Republic,KGZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.588190079,6.156429768,4.902609825,,4.919630051,4.08521986,3.50837,3.85419,4.44546,4.47541,4.62244,4.87384,5.54986,6.467,5.91319,6.23268,5.81883,6.79062,7.38423,6.7802,5.5316,5.98551,6.58615,6.13628,
Cambodia,KHM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.259070039,,1.65599,1.72222,1.71121,,1.71982,,,1.5993,,1.66568,1.53379,1.51069,1.5609,2.05054,1.90939,,,,
Kiribati,KIR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,4.793129921,4.266429901,,,3.135109901,,,,,,,,,,,,,,,,,,,,,,,,,10.87100983,11.18587,11.98812,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,3.964979887,,2.641119957,,2.197969913,,1.998469949,2.303879976,,,2.576430082,,,4.020569801,3.322649956,4.61109,4.26531,3.79239,3.66258,3.80364,3.629,3.98012,3.99306,,,,,,,,2.60631,,,
